2.894452,1.938371,1
2.90934,3.395587,1
2.909642,2.535823,1
2.916559,3.718829,1
2.917484,3.228116,1
2.928351,3.032531,1
2.934536,3.264816,1
2.935487,3.363929,1
2.941631,4.092073,1
2.94626,3.094855,1
2.946875,3.908536,1
2.952547,3.317791,1
2.965118,2.451593,3
2.965447,1.913826,3
2.970768,2.840697,3
2.972496,3.06738,1
2.974717,3.647331,1
2.983384,1.703257,3
2.983873,2.678766,1
2.993131,5.33591,1
3.00326,3.572064,1
3.00782,2.57785,1
3.029535,3.279037,1
3.032928,1.098573,1
3.038667,3.649932,1
3.039862,2.760656,1
3.058657,1.566611,1
3.062613,2.061187,1
3.063833,1.206252,1
3.064959,1.34528,1
3.075963,3.473314,1
3.078286,3.116766,3
3.082522,2.545276,1
3.084705,2.727793,1
3.092675,3.647985,1
3.102916,2.406622,1
3.112182,2.982749,1
3.114219,2.153421,1
3.115247,1.920069,3
3.11863,2.993005,1
3.128861,2.423497,1
3.158515,3.480882,1
3.159335,3.316076,1
3.160724,3.478546,1
3.163974,1.843053,1
3.165521,3.721684,1
3.16998,3.656176,3
3.175792,3.266061,1
3.176117,3.432936,1
3.180855,3.029688,1
3.181424,1.834802,3
3.185785,3.952722,1
3.198632,3.586626,1
3.199889,2.736822,1
3.21601,3.160736,1
3.216902,2.995115,1
3.229634,2.873785,1
3.231458,1.848011,1
3.235749,2.963434,1
3.236015,3.34559,3
3.237818,2.461054,3
3.241448,2.542145,1
3.242346,3.572146,1
3.242935,2.488544,1
3.24366,3.418306,1
3.245499,2.316706,1
3.248384,3.020923,3
3.256212,2.962232,1
3.261169,4.02137,1
3.273763,3.892078,1
3.274499,3.914116,1
3.274809,2.619542,1
3.276634,2.543793,1
3.279886,3.480622,1
3.284719,2.656127,1
3.296553,1.754238,1
3.297519,0.838031,3
3.300703,2.586648,1
3.30484,2.15852,3
3.305487,2.287227,3
3.308545,3.219613,1
3.335882,5.026887,2
3.337201,3.750036,1
3.337252,2.360808,1
3.361408,1.814692,3
3.364251,2.055964,1
3.365613,2.699541,1
3.365967,4.532249,1
3.367605,2.229917,1
3.380665,3.179118,1
3.381509,4.698536,2
3.385791,2.441247,1
3.392615,2.617843,1
3.404055,4.044624,1
3.404191,2.919265,1
3.409005,2.703452,1
3.40968,3.015624,1
3.423993,3.814757,1
3.425306,2.684446,1
3.435287,2.272855,1
3.44114,2.832994,1
3.445998,3.156601,1
3.456825,4.880945,2
3.47552,2.210007,1
3.483475,3.435404,1
3.487933,3.08659,1
3.49563,3.179298,1
3.495903,2.857747,1
3.497051,2.076729,1
3.502192,4.335059,1
3.502471,1.991007,1
3.523004,2.698679,1
3.523455,1.915188,1
3.529627,2.285299,1
3.538413,3.121348,1
3.544269,3.665925,1
3.587486,2.226856,1
3.587571,2.671245,1
3.58814,3.227132,1
3.618015,3.24973,1
3.623401,3.478678,1
3.636071,5.161009,2
3.637191,2.488656,3
3.649497,2.606166,1
3.656337,3.430759,1
3.666267,3.639721,1
3.683231,2.141921,1
3.705414,4.581614,2
3.708603,6.205429,2
3.713901,3.645074,1
3.719398,3.353151,1
3.726592,2.232111,1
3.728594,2.18046,1
3.737227,2.751186,1
3.737436,3.146988,1
3.755452,3.495555,1
3.784747,3.548088,1
3.788005,2.30028,1
3.799911,3.656655,1
3.828889,3.76443,1
3.836593,4.907652,2
3.839503,3.437255,1
3.839749,2.776619,1
3.84009,3.282449,1
3.842173,3.287613,1
3.844199,3.106299,1
3.877393,2.065957,1
3.878439,5.459093,2
3.885481,2.329549,3
3.889256,2.302505,1
3.889459,2.516151,1
3.894117,3.492905,1
3.895903,5.664298,2
3.906691,4.211476,1
3.906774,2.791574,1
3.908544,3.06831,1
3.912052,3.11591,1
3.942801,3.095531,1
3.946698,4.952558,2
3.983418,4.226521,2
3.993012,3.495915,1
4.009968,4.041456,2
4.036062,3.872273,1
4.064026,4.142614,1
4.098612,4.704362,2
4.099239,6.45337,2
4.102983,4.323419,2
4.143486,3.137462,3
4.145202,3.761701,2
4.150487,1.660582,1
4.187691,6.033148,2
4.198751,2.372457,1
4.210924,4.432333,2
4.216891,3.114615,1
4.22412,5.16406,2
4.237575,1.439447,1
4.252081,2.817272,1
4.268078,3.380099,1
4.273376,1.34281,1
4.2899,6.170779,2
4.292228,4.771728,2
4.297352,4.439505,2
4.307769,3.322499,1
4.358889,4.259667,2
4.361746,5.173666,2
4.369048,3.878154,1
4.405095,5.191647,2
4.405786,6.189219,2
4.412499,5.387768,2
4.423824,5.520054,2
4.424774,5.700905,2
4.427528,2.43561,1
4.455262,5.276166,2
4.46285,3.139817,1
4.463229,4.759802,2
4.470719,3.17138,1
4.480582,5.718929,2
4.488226,5.448662,2
4.489565,4.368386,2
4.504453,5.922738,2
4.509642,5.550289,2
4.510096,4.650383,2
4.514794,4.691681,2
4.522816,1.924119,1
4.53186,4.777689,2
4.543936,5.368557,2
4.544208,5.100048,2
4.544708,5.473955,2
4.548203,5.111504,2
4.554354,3.698039,1
4.575006,3.023609,1
4.592307,6.14048,2
4.60792,5.180414,2
4.650935,3.257568,2
4.651693,6.221683,2
4.654716,5.4087,2
4.658397,4.513137,2
4.665209,4.601389,2
4.670939,5.283085,2
4.702504,6.051123,2
4.708813,5.496561,2
4.722801,4.196466,2
4.761966,4.592745,2
4.775307,4.750442,2
4.787963,4.393366,2
4.82613,4.73176,2
4.830515,5.171647,2
4.841916,4.983211,2
4.850276,4.940822,2
4.867756,5.168646,2
4.869881,3.714367,2
4.872948,5.541821,2
4.894281,3.995532,2
4.899679,4.217188,2
4.902905,4.613427,2
4.914019,5.447108,2
4.918753,5.365041,2
4.922387,4.114544,2
4.936016,5.27638,2
4.937808,5.593602,2
4.938091,4.799583,2
4.943585,4.455548,2
4.971863,6.287836,2
4.985902,4.395172,2
5.029716,5.666353,2
5.038082,4.789682,2
5.040071,5.151131,2
5.052504,5.706976,2
5.059576,5.292926,2
5.065154,4.599308,2
5.065884,5.328497,2
5.078472,4.239651,2
5.117683,4.788876,2
5.120046,4.528279,2
5.137097,5.715397,2
5.150807,3.656479,2
5.155515,3.69545,2
5.162239,4.886334,2
5.170723,3.677627,2
5.171564,4.914966,2
5.199744,5.704303,2
5.221311,4.232168,2
5.227625,5.365683,2
5.235171,5.554664,2
5.248273,4.388688,2
5.249705,4.710578,2
5.272928,5.774989,2
5.285893,5.168876,2
5.287077,4.399089,2
5.302566,5.584273,2
5.309412,4.734754,2
5.31902,5.843175,2
5.336147,6.413942,2
5.34095,5.056661,2
5.347896,4.500247,2
5.351335,4.965874,2
5.355744,5.550873,2
5.364864,5.750804,2
5.392855,4.253677,2
5.394861,7.730975,3
5.40171,5.002524,2
5.450277,4.028397,2
5.461312,3.630079,2
5.46256,4.665683,2
5.471944,5.111899,2
5.490214,4.278621,2
5.502382,5.753558,2
5.507637,5.331793,2
5.577052,4.570602,2
5.578872,5.231182,2
5.579982,5.928117,2
5.616301,6.360655,2
5.640829,5.405632,2
5.65852,4.539711,2
5.662842,6.298589,2
5.675355,4.959343,2
5.689405,3.999327,2
5.705805,4.039642,2
5.720505,7.280306,3
5.722927,3.508875,2
5.771002,3.988884,2
5.772388,5.241941,2
5.818986,5.13918,2
5.839319,5.534019,2
5.842045,4.623251,2
5.859847,6.600042,3
5.874014,5.484415,2
5.886147,4.683445,2
5.915731,5.17218,2
5.943451,4.436357,2
5.951738,7.076393,3
5.954473,5.192197,2
5.962132,5.061696,2
6.045626,4.512908,2
6.065834,3.720178,2
6.13388,5.581938,2
6.229996,7.634797,3
6.236483,5.985462,2
6.239145,4.881265,2
6.251102,4.595232,2
6.301832,7.136872,3
6.368475,6.612933,3
6.473418,4.382673,2
6.498044,6.238506,3
6.503259,6.575824,3
6.538195,7.643206,3
6.575229,6.047652,3
6.617219,8.04752,3
6.710469,3.981772,2
6.757144,6.948737,3
6.771295,8.440516,3
6.809687,7.445521,3
6.822067,6.373223,3
6.86052,6.323341,3
6.86382,7.906757,3
6.901846,7.198055,3
6.997689,4.180238,2
7.019442,6.185871,3
7.022444,7.688517,3
7.051045,7.83084,3
7.099101,6.405066,3
7.113544,7.556655,3
7.1139,7.146576,3
7.117492,7.183032,3
7.198904,6.58163,3
7.223097,5.962959,3
7.321448,5.95487,3
7.323249,8.519455,3
7.373315,8.140704,3
7.388649,7.027044,3
7.47703,7.322534,3
7.521953,6.594409,3
7.524687,6.609385,3
7.548272,7.597241,3
7.553091,7.120352,3
7.58883,7.469376,3
7.68485,6.584557,3
7.720504,8.080851,3
7.730603,8.278249,3
7.746723,7.243102,3
7.838354,7.948914,3
8.018406,5.820953,3
8.264593,8.345823,3
8.312093,7.936478,3
8.320627,6.517432,3
8.675608,6.486264,3
8.707003,7.427654,3
9.236363,6.368369,3
